Video ID,Published At,Channel ID,Title,Description,Channel Title,Default Thumbnail URL,Medium Thumbnail URL,High Thumbnail URL
abpX-jVTaiY,2024-04-05T13:29:41Z,UC0-VH8rqv7WkqdvmhgdN2-A,बच्चे ना होना या बार-बार गिर जाना क्यों होता हैं? | Miscarriage,You can also join a 9-week Self-Healing paid course. अगर आप पूरा 9 हफ़्ते का कोर्स करना चाहते ...,Ojas Healing,https://i.ytimg.com/vi/abpX-jVTaiY/default.jpg,https://i.ytimg.com/vi/abpX-jVTaiY/mqdefault.jpg,https://i.ytimg.com/vi/abpX-jVTaiY/hqdefault.jpg
z9pguDdgH18,2024-03-28T04:30:18Z,UC0-VH8rqv7WkqdvmhgdN2-A,आत्माओं की समस्याएं भाग – ३,बच्चों को कैसे बचाएं? बच्चा श्मशान में जाता हैं तो क्या करें? Join for Free ...,Ojas Healing,https://i.ytimg.com/vi/z9pguDdgH18/default.jpg,https://i.ytimg.com/vi/z9pguDdgH18/mqdefault.jpg,https://i.ytimg.com/vi/z9pguDdgH18/hqdefault.jpg
NrwfnQCGtg0,2024-03-27T04:30:12Z,UC0-VH8rqv7WkqdvmhgdN2-A,आत्माओं की समस्याएं भाग – २,आत्मा क्यों दिखती नहीं? बचने के लिए क्या करें? Join for Free Meditation & Question ...,Ojas Healing,https://i.ytimg.com/vi/NrwfnQCGtg0/default.jpg,https://i.ytimg.com/vi/NrwfnQCGtg0/mqdefault.jpg,https://i.ytimg.com/vi/NrwfnQCGtg0/hqdefault.jpg
xeYZo0JZzTU,2024-03-26T04:30:28Z,UC0-VH8rqv7WkqdvmhgdN2-A,आत्माओं की समस्याएं भाग – १,कैसे पता चले की आत्माओं की समस्या हैं? जानने की वैज्ञानिक रीत क्या ...,Ojas Healing,https://i.ytimg.com/vi/xeYZo0JZzTU/default.jpg,https://i.ytimg.com/vi/xeYZo0JZzTU/mqdefault.jpg,https://i.ytimg.com/vi/xeYZo0JZzTU/hqdefault.jpg
dSlohAijeRE,2024-03-24T03:30:28Z,UC0-VH8rqv7WkqdvmhgdN2-A,क्या शादी पहले से तय होती है? | मुझे ऐसा पति या पत्नी क्यों मिली? | Destiny and Marriage,Join for Free Meditation & Question Answers. You can join the 9-week Self-Healing course also. अगर आप पूरा 9 ...,Ojas Healing,https://i.ytimg.com/vi/dSlohAijeRE/default.jpg,https://i.ytimg.com/vi/dSlohAijeRE/mqdefault.jpg,https://i.ytimg.com/vi/dSlohAijeRE/hqdefault.jpg
j_Rp0qnFnUU,2024-03-21T04:30:15Z,UC0-VH8rqv7WkqdvmhgdN2-A,बेकार के प्रश्न से सबकॉनसीयस की समस्या और मासिक और गर्भवती महिलाओं के प्रश्न,क्या आप भी बेकार के प्रश्न से अपना सबकॉनसीयस माइंड खराब तो नहीं कर ...,Ojas Healing,https://i.ytimg.com/vi/j_Rp0qnFnUU/default.jpg,https://i.ytimg.com/vi/j_Rp0qnFnUU/mqdefault.jpg,https://i.ytimg.com/vi/j_Rp0qnFnUU/hqdefault.jpg
HAcDH__wY5s,2024-03-20T04:30:05Z,UC0-VH8rqv7WkqdvmhgdN2-A,"दूसरों के बारे में चिंता होती हैं, तो क्या करें?",Join for Free Meditation & Question Answers. You can join the 9-week Self-Healing course also. अगर आप पूरा 9 ...,Ojas Healing,https://i.ytimg.com/vi/HAcDH__wY5s/default.jpg,https://i.ytimg.com/vi/HAcDH__wY5s/mqdefault.jpg,https://i.ytimg.com/vi/HAcDH__wY5s/hqdefault.jpg
4CoN-M29-l0,2024-03-19T05:45:26Z,UC0-VH8rqv7WkqdvmhgdN2-A,ऑरा खराब हुआ हैं कैसे पता चले? कैसे ठीक करें? | Aura | Self Healing,Join for Free Meditation & Question Answers. You can join the 9-week Self-Healing course also. अगर आप पूरा 9 ...,Ojas Healing,https://i.ytimg.com/vi/4CoN-M29-l0/default.jpg,https://i.ytimg.com/vi/4CoN-M29-l0/mqdefault.jpg,https://i.ytimg.com/vi/4CoN-M29-l0/hqdefault.jpg
IdKXtW7ngYs,2024-03-17T05:09:54Z,UC0-VH8rqv7WkqdvmhgdN2-A,गलत Soul Planning कैसे ठीक करें? Law of Attraction काम करेगा?,Join for Free Meditation & Question Answers. You can join the 9-week Self-Healing course also. अगर आप पूरा 9 ...,Ojas Healing,https://i.ytimg.com/vi/IdKXtW7ngYs/default.jpg,https://i.ytimg.com/vi/IdKXtW7ngYs/mqdefault.jpg,https://i.ytimg.com/vi/IdKXtW7ngYs/hqdefault.jpg
gGFpxGpJ3v0,2024-03-16T15:53:57Z,UC0-VH8rqv7WkqdvmhgdN2-A,बीती हुई बुरी बातें भूल नहीं पाते | अपना निर्णय या दूसरों की सुने? | क्या अपनी पसंद से शादी करें?,Join for Free Meditation & Question Answers. You can join the 9-week Self-Healing course also. अगर आप पूरा 9 ...,Ojas Healing,https://i.ytimg.com/vi/gGFpxGpJ3v0/default.jpg,https://i.ytimg.com/vi/gGFpxGpJ3v0/mqdefault.jpg,https://i.ytimg.com/vi/gGFpxGpJ3v0/hqdefault.jpg
nMuwbrrVDHo,2024-03-14T06:05:11Z,UC0-VH8rqv7WkqdvmhgdN2-A,"आपने बाल कलर किए हैं, तो क्या आध्यात्मिक व्यक्ति को डाई करना चाहिए?",Join for Free Meditation & Question Answers. You can join the 9-week Self-Healing course also. अगर आप पूरा 9 ...,Ojas Healing,https://i.ytimg.com/vi/nMuwbrrVDHo/default.jpg,https://i.ytimg.com/vi/nMuwbrrVDHo/mqdefault.jpg,https://i.ytimg.com/vi/nMuwbrrVDHo/hqdefault.jpg
p6ful83_fEQ,2024-03-12T04:30:15Z,UC0-VH8rqv7WkqdvmhgdN2-A,"कान में आवाज आना, पेट दर्द या शरीर की बीमारी में क्या करें? | Tinnitus | IBS",Join for Free Meditation & Question Answers. You can join the 9-week Self-Healing course also. अगर आप पूरा 9 ...,Ojas Healing,https://i.ytimg.com/vi/p6ful83_fEQ/default.jpg,https://i.ytimg.com/vi/p6ful83_fEQ/mqdefault.jpg,https://i.ytimg.com/vi/p6ful83_fEQ/hqdefault.jpg
Qg5EIrziPYI,2024-03-10T04:30:09Z,UC0-VH8rqv7WkqdvmhgdN2-A,परमात्मा को पाने का अर्थ क्या हैं? | How to connect with Supreme Power?,Join for Free Meditation & Question Answers. You can join the 9-week Self-Healing course also. अगर आप पूरा 9 ...,Ojas Healing,https://i.ytimg.com/vi/Qg5EIrziPYI/default.jpg,https://i.ytimg.com/vi/Qg5EIrziPYI/mqdefault.jpg,https://i.ytimg.com/vi/Qg5EIrziPYI/hqdefault.jpg
SstLiN5IQu0,2024-03-09T09:24:58Z,UC0-VH8rqv7WkqdvmhgdN2-A,क्या प्राणायाम ध्यान में उपयोगी हैं? | Pranayama and Meditation | Yoga,Join for Free Meditation & Question Answers. You can join the 9-week Self-Healing course also. अगर आप पूरा 9 ...,Ojas Healing,https://i.ytimg.com/vi/SstLiN5IQu0/default.jpg,https://i.ytimg.com/vi/SstLiN5IQu0/mqdefault.jpg,https://i.ytimg.com/vi/SstLiN5IQu0/hqdefault.jpg
agZA7MbKABQ,2024-03-08T11:30:08Z,UC0-VH8rqv7WkqdvmhgdN2-A,क्या बच्चे के पैदा होने का समय तय होता हैं? | Is Childbirth Time Fixed?,Join for Free Meditation & Question Answers. You can join the 9-week Self-Healing course also. अगर आप पूरा 9 ...,Ojas Healing,https://i.ytimg.com/vi/agZA7MbKABQ/default.jpg,https://i.ytimg.com/vi/agZA7MbKABQ/mqdefault.jpg,https://i.ytimg.com/vi/agZA7MbKABQ/hqdefault.jpg
LIjUUrepND8,2024-02-01T01:30:15Z,UC0-VH8rqv7WkqdvmhgdN2-A,Self Healing Question Answer | सेल्फ़ हीलिंग के प्रश्न और स्वामी आनंद स्वरूप के उत्तर,Self-Healing कोर्स के पहले दिन पुछे गए प्रश्नों के स्वामी आनंद स्वरूप ...,Ojas Healing,https://i.ytimg.com/vi/LIjUUrepND8/default.jpg,https://i.ytimg.com/vi/LIjUUrepND8/mqdefault.jpg,https://i.ytimg.com/vi/LIjUUrepND8/hqdefault.jpg
4wM3yd7eQ70,2024-01-28T01:30:01Z,UC0-VH8rqv7WkqdvmhgdN2-A,Self Healing Course - First Day | सेल्फ़ हीलिंग कोर्स का पहला दिन,Self-Healig क्या हैं? और क्यों हम परमात्मा से नहीं जुड़ पाते? परमात्मा से ...,Ojas Healing,https://i.ytimg.com/vi/4wM3yd7eQ70/default.jpg,https://i.ytimg.com/vi/4wM3yd7eQ70/mqdefault.jpg,https://i.ytimg.com/vi/4wM3yd7eQ70/hqdefault.jpg
4VJZs8UZ_-Y,2023-12-28T06:30:01Z,UC0-VH8rqv7WkqdvmhgdN2-A,शिव सूत्र–9 of 75– शाम्भवोपाय - सूत्र १२ विस्मय होना योग की पहली सीढ़ी हैं| Shiva Sutras of Vasugupta,परमात्मा को पाने की पहली सीढ़ी शिव सूत्र के १२ वें सूत्र में बताई ...,Ojas Healing,https://i.ytimg.com/vi/4VJZs8UZ_-Y/default.jpg,https://i.ytimg.com/vi/4VJZs8UZ_-Y/mqdefault.jpg,https://i.ytimg.com/vi/4VJZs8UZ_-Y/hqdefault.jpg
114Ankr8_6w,2023-12-10T05:00:01Z,UC0-VH8rqv7WkqdvmhgdN2-A,शिवसूत्र–8 of 75–शाम्भवोपाय - सूत्र ७ से ११ जाग्रत स्वप्न सुषुप्ति तुरीय | Shiva Sutras of Vasugupta,"हमारा स्वरूप जानने के लिए शिव सूत्र में, हमारे स्वरूप की चार जाग्रत, ...",Ojas Healing,https://i.ytimg.com/vi/114Ankr8_6w/default.jpg,https://i.ytimg.com/vi/114Ankr8_6w/mqdefault.jpg,https://i.ytimg.com/vi/114Ankr8_6w/hqdefault.jpg
xtRew-gdQV8,2023-12-01T12:03:07Z,UC0-VH8rqv7WkqdvmhgdN2-A,शिवसूत्र–7of75–शाम्भवोपाय-सूत्र ६ शक्तिमें चक्रके कारण विश्वसंहार होता हैं Shiva Sutras of Vasugupta,"थोड़े-थोड़े समय पर पूरे विश्व का विनाश हो जाता हैं, और फिर नई सृष्टि ...",Ojas Healing,https://i.ytimg.com/vi/xtRew-gdQV8/default.jpg,https://i.ytimg.com/vi/xtRew-gdQV8/mqdefault.jpg,https://i.ytimg.com/vi/xtRew-gdQV8/hqdefault.jpg
qZ3_td76CEo,2023-11-15T06:30:15Z,UC0-VH8rqv7WkqdvmhgdN2-A,क्या आप परेशान हैं? Self-Healing कोर्स से सब कुछ ठीक करें|,सभी परेशानी में मन चाहा परिणाम लाने के लिए सेल्फ हीलिंग कोर्स आज ही ...,Ojas Healing,https://i.ytimg.com/vi/qZ3_td76CEo/default.jpg,https://i.ytimg.com/vi/qZ3_td76CEo/mqdefault.jpg,https://i.ytimg.com/vi/qZ3_td76CEo/hqdefault.jpg
6GAQ9rn1F9o,2023-11-07T06:20:37Z,UC0-VH8rqv7WkqdvmhgdN2-A,"शिव सूत्र – 6 of 75 – शाम्भवोपाय - सूत्र ४, ५ | Shiva Sutras of Vasugupta",क्यों हम जीवन मरण के चक्र में फंसे रहते हैं? जीवन मरण के चक्र से बाहर ...,Ojas Healing,https://i.ytimg.com/vi/6GAQ9rn1F9o/default.jpg,https://i.ytimg.com/vi/6GAQ9rn1F9o/mqdefault.jpg,https://i.ytimg.com/vi/6GAQ9rn1F9o/hqdefault.jpg
JDKV74dNjKw,2023-11-04T06:27:05Z,UC0-VH8rqv7WkqdvmhgdN2-A,शिव सूत्र – ३ – योनिवर्गः कलाशरीरम् #shorts,शिव सूत्र – ५ – शाम्भवोपाय - सूत्र ३ योनिवर्गः कलाशरीरम् हम सब में ...,Ojas Healing,https://i.ytimg.com/vi/JDKV74dNjKw/default.jpg,https://i.ytimg.com/vi/JDKV74dNjKw/mqdefault.jpg,https://i.ytimg.com/vi/JDKV74dNjKw/hqdefault.jpg
cAXM3TR7J_w,2023-11-01T06:15:21Z,UC0-VH8rqv7WkqdvmhgdN2-A,शिव सूत्र – 5 of 75 – शाम्भवोपाय - सूत्र ३ योनिवर्गः कलाशरीरम् | Shiva Sutras of Vasugupta,हम सब में अलग-अलग क्षमताएं क्यों हैं? स्त्री और पुरुष ऐसे अलग-अलग ...,Ojas Healing,https://i.ytimg.com/vi/cAXM3TR7J_w/default.jpg,https://i.ytimg.com/vi/cAXM3TR7J_w/mqdefault.jpg,https://i.ytimg.com/vi/cAXM3TR7J_w/hqdefault.jpg
TDhSE63f8SA,2023-10-29T06:30:28Z,UC0-VH8rqv7WkqdvmhgdN2-A,शिव सूत्र – २ – ज्ञान ही बंधन हैं #shorts,ज्ञान मार्ग से चलने वाले जरूर से देखें। सही ज्ञान मार्ग क्या हैं?,Ojas Healing,https://i.ytimg.com/vi/TDhSE63f8SA/default.jpg,https://i.ytimg.com/vi/TDhSE63f8SA/mqdefault.jpg,https://i.ytimg.com/vi/TDhSE63f8SA/hqdefault.jpg
aPOAvDtaIRc,2023-10-24T06:27:01Z,UC0-VH8rqv7WkqdvmhgdN2-A,शिव सूत्र – 4 of 75 – शाम्भवोपाय - सूत्र २ ज्ञान ही बंधन हैं | Shiva Sutras of Vasugupta,"ज्ञान मार्ग से आगे बढ़ने वालों के लिए चेतावनी| शिव सूत्र कहता हैं, की ...",Ojas Healing,https://i.ytimg.com/vi/aPOAvDtaIRc/default.jpg,https://i.ytimg.com/vi/aPOAvDtaIRc/mqdefault.jpg,https://i.ytimg.com/vi/aPOAvDtaIRc/hqdefault.jpg
71vPKDbqL8w,2023-10-20T07:36:58Z,UC0-VH8rqv7WkqdvmhgdN2-A,शिव सूत्र – 3 of 75 – शाम्भवोपाय - सूत्र 1 चैतन्य ही आत्मा हैं? | Shiva Sutras of Vasugupta,शिव सूत्र के हिसाब से चैतन्य यानी परमात्मा का स्वरूप समझने से हमारी ...,Ojas Healing,https://i.ytimg.com/vi/71vPKDbqL8w/default.jpg,https://i.ytimg.com/vi/71vPKDbqL8w/mqdefault.jpg,https://i.ytimg.com/vi/71vPKDbqL8w/hqdefault.jpg
zIOn9gwh4WM,2023-10-13T12:30:40Z,UC0-VH8rqv7WkqdvmhgdN2-A,"शिव सूत्र – 2 of 75 – त्रिक दर्शन में शाम्भव, शाक्त, आणव की जानकारी  | Shiva Sutras of Vasugupta",भगवान शिव (परम ऊर्जा) के द्वारा आचार्य वसुगुप्त को दिए गए शिवसूत्र ...,Ojas Healing,https://i.ytimg.com/vi/zIOn9gwh4WM/default.jpg,https://i.ytimg.com/vi/zIOn9gwh4WM/mqdefault.jpg,https://i.ytimg.com/vi/zIOn9gwh4WM/hqdefault.jpg
cEPWJVDqtBk,2023-10-07T12:01:25Z,UC0-VH8rqv7WkqdvmhgdN2-A,शिव सूत्र – 1 of 75 – शिव और रुद्र कौन हैं? सर्वोच्च परमात्मा कौन हैं? | Shiva Sutras of Vasugupta,भगवान शिव के द्वारा दिए गए और वसुगुप्त के द्वारा खोजे गए कश्मीर के ...,Ojas Healing,https://i.ytimg.com/vi/cEPWJVDqtBk/default.jpg,https://i.ytimg.com/vi/cEPWJVDqtBk/mqdefault.jpg,https://i.ytimg.com/vi/cEPWJVDqtBk/hqdefault.jpg
PtYkxDusOTk,2023-08-03T10:53:55Z,UC0-VH8rqv7WkqdvmhgdN2-A,Self-Healing Online Course on Zoom by Swami Anand Swaroop,नई बेच २४ जनवरी २०२४ को शुरू होगी| अपने जीवन को आसान बना कर सफलता ...,Ojas Healing,https://i.ytimg.com/vi/PtYkxDusOTk/default.jpg,https://i.ytimg.com/vi/PtYkxDusOTk/mqdefault.jpg,https://i.ytimg.com/vi/PtYkxDusOTk/hqdefault.jpg
voVdjbrNCUk,2023-07-16T05:00:23Z,UC0-VH8rqv7WkqdvmhgdN2-A,30 - चक्रों की समस्या में से बाहर निकलने का मार्ग,Chakras Shorts – 30 by Anand Swaroop on Ojas Healing अगर आप शरीर के सात चक्र के बारे में ये ...,Ojas Healing,https://i.ytimg.com/vi/voVdjbrNCUk/default.jpg,https://i.ytimg.com/vi/voVdjbrNCUk/mqdefault.jpg,https://i.ytimg.com/vi/voVdjbrNCUk/hqdefault.jpg
NTkjTq-l8eE,2023-07-15T05:00:09Z,UC0-VH8rqv7WkqdvmhgdN2-A,29 - शरीर के सात चक्र और 14 जीव लोक,Chakras Shorts – 29 by Anand Swaroop on Ojas Healing अगर आप शरीर के सात चक्र के बारे में ये ...,Ojas Healing,https://i.ytimg.com/vi/NTkjTq-l8eE/default.jpg,https://i.ytimg.com/vi/NTkjTq-l8eE/mqdefault.jpg,https://i.ytimg.com/vi/NTkjTq-l8eE/hqdefault.jpg
vP1UZMIuLJs,2023-07-14T05:00:25Z,UC0-VH8rqv7WkqdvmhgdN2-A,28 - सहस्रार चक्र और निर्वाण शरीर को पार करना | #Shorts,Chakras Shorts – 28 by Anand Swaroop on Ojas Healing अगर आप शरीर के सात चक्र के बारे में ये ...,Ojas Healing,https://i.ytimg.com/vi/vP1UZMIuLJs/default.jpg,https://i.ytimg.com/vi/vP1UZMIuLJs/mqdefault.jpg,https://i.ytimg.com/vi/vP1UZMIuLJs/hqdefault.jpg
DVk4V9Yx-hQ,2023-07-13T05:00:09Z,UC0-VH8rqv7WkqdvmhgdN2-A,27 - सहस्रार चक्र और निर्वाण शरीर की समस्या | #Shorts,Chakras Shorts – 27 by Anand Swaroop on Ojas Healing अगर आप शरीर के सात चक्र के बारे में ये ...,Ojas Healing,https://i.ytimg.com/vi/DVk4V9Yx-hQ/default.jpg,https://i.ytimg.com/vi/DVk4V9Yx-hQ/mqdefault.jpg,https://i.ytimg.com/vi/DVk4V9Yx-hQ/hqdefault.jpg
